0,1,2,3,4,5,6,7,8
106.88249080882353,250.46502757352943,165.7767463235294,144.36796875,180.36227022058824,182.6258731617647,69.07876838235295,5.897104779411765,102.44397977941176
137.47054227941177,152.5946231617647,149.24241727941177,127.13235294117646,97.73727022058823,117.41387867647059,84.82293198529412,46.60248161764706,75.11861213235294
87.7890625,164.4344669117647,124.51576286764706,49.65932904411765,56.35808823529412,48.91553308823529,25.37578125,18.874494485294118,21.488051470588236
72.65997242647059,81.93690257352941,79.475,15.110891544117647,31.012591911764705,23.270082720588235,3.932996323529412,26.450873161764704,22.582904411764705
75.50758272058823,115.68451286764706,90.19926470588236,143.0373161764706,149.62095588235294,142.3942555147059,96.96608455882352,61.64085477941177,84.66263786764706
204.53883272058823,202.2579044117647,215.7165900735294,105.86672794117646,102.43860294117647,120.67081801470589,70.35680147058824,55.463648897058825,75.76217830882354
80.10537683823529,228.86465992647058,159.79260110294118,150.47472426470588,154.7619944852941,157.4738051470588,125.69237132352941,113.87734375,125.37509191176471
89.68423713235295,195.97688419117648,131.58492647058824,144.14765625,134.57224264705883,132.4288143382353,144.47697610294117,118.41516544117647,127.9913143382353
66.4110294117647,203.45317095588234,140.39411764705883,170.1432444852941,174.84411764705882,172.69710477941177,125.86401654411765,135.41153492647058,131.9811580882353
204.65762867647058,249.47210477941175,242.92035845588236,90.51760110294117,100.54485294117647,100.66966911764706,70.41980698529412,75.89053308823529,74.41314338235294
118.41695772058823,247.21534926470588,191.87265625,134.1334099264706,147.14659926470588,139.60151654411766,99.48910845588236,92.80611213235294,93.86976102941176
136.71709558823528,125.03782169117648,134.25698529411764,169.9522518382353,151.75611213235294,161.88998161764707,100.63722426470588,97.88970588235294,101.46429227941177
87.75735294117646,123.63097426470588,108.99379595588235,156.65647977941177,152.20211397058824,162.86920955882354,100.86410845588236,15.990670955882353,95.17794117647058
86.31378676470588,79.07693014705882,81.55992647058824,99.34839154411765,90.90266544117647,92.97265625,79.44659926470588,76.41645220588235,77.24756433823529
69.50381433823529,132.50372242647057,108.54370404411765,107.68809742647059,136.5164981617647,124.69342830882353,82.36594669117648,115.53134191176471,101.07909007352941
210.08092830882353,224.32513786764707,220.62817095588235,140.7766544117647,135.7951286764706,142.4608455882353,72.071875,34.66410845588236,52.47012867647059
