0,1,2,3,4,5,6,7,8,9,10,11
109.8985595703125,250.25396728515625,167.95062255859375,131.1068115234375,251.260986328125,183.77166748046875,123.1453857421875,63.92132568359375,161.78515625,42.1697998046875,0.23089599609375,85.86077880859375
122.4080810546875,148.69482421875,139.369140625,171.2598876953125,150.2137451171875,165.30645751953125,58.00323486328125,27.35809326171875,48.6832275390625,100.37408447265625,51.58526611328125,85.5965576171875
76.28179931640625,168.34637451171875,123.2203369140625,72.78076171875,105.2542724609375,83.4483642578125,13.91717529296875,9.897705078125,11.5712890625,8.7896728515625,7.767578125,8.69525146484375
65.1746826171875,81.63470458984375,78.517333984375,37.28729248046875,47.5526123046875,42.61102294921875,0.02996826171875,6.9638671875,4.31817626953125,0.0,4.65863037109375,2.18353271484375
58.88031005859375,109.512451171875,82.16790771484375,118.9547119140625,142.7894287109375,125.89263916015625,136.269287109375,119.64019775390625,128.75689697265625,94.526123046875,50.293701171875,80.06475830078125
194.71234130859375,201.215576171875,209.49444580078125,167.86065673828125,163.5111083984375,179.27630615234375,65.34521484375,44.48834228515625,77.26287841796875,59.18389892578125,42.844970703125,63.41424560546875
70.88189697265625,221.81854248046875,149.16754150390625,135.169189453125,207.2578125,179.88275146484375,147.05194091796875,120.3719482421875,137.00244140625,120.87567138671875,112.32806396484375,122.8370361328125
74.0721435546875,207.33477783203125,130.66119384765625,139.2425537109375,152.868408203125,133.4161376953125,151.61395263671875,119.77838134765625,134.138671875,136.94232177734375,115.0321044921875,121.31976318359375
38.83245849609375,213.796875,140.32073974609375,154.5418701171875,179.28985595703125,166.97607421875,156.85986328125,160.82464599609375,159.3515625,119.1783447265625,130.32318115234375,126.35308837890625
206.3939208984375,252.84716796875,246.70513916015625,127.5477294921875,160.396728515625,149.1689453125,81.4002685546875,67.14349365234375,85.543212890625,60.7335205078125,74.4716796875,69.95379638671875
111.6612548828125,250.19677734375,190.7335205078125,141.21624755859375,196.59661865234375,170.24237060546875,123.37261962890625,111.24298095703125,117.37042236328125,91.30230712890625,88.98370361328125,86.56060791015625
126.439453125,116.18096923828125,125.145751953125,175.43292236328125,158.64581298828125,167.9515380859375,146.49127197265625,133.170654296875,142.000732421875,92.27581787109375,89.29937744140625,94.06707763671875
66.11572265625,118.5657958984375,102.2137451171875,151.431884765625,154.4034423828125,160.076904296875,127.58209228515625,104.5765380859375,132.2786865234375,98.9749755859375,1.48651123046875,92.084228515625
72.2098388671875,67.42987060546875,66.3868408203125,82.237548828125,78.27593994140625,68.98272705078125,85.662841796875,86.44915771484375,84.364501953125,69.34808349609375,72.0006103515625,72.1470947265625
45.66656494140625,125.61224365234375,101.1732177734375,109.80560302734375,152.85186767578125,134.8668212890625,102.58148193359375,121.94287109375,112.7991943359375,61.47406005859375,107.70758056640625,91.0897216796875
216.298828125,228.15155029296875,225.52166748046875,171.18328857421875,199.77825927734375,190.4569091796875,110.99041748046875,39.8037109375,83.681640625,47.28802490234375,0.2587890625,17.05059814453125
202.49188232421875,221.054931640625,211.14910888671875,147.33740234375,171.59197998046875,159.289306640625,5.26239013671875,20.09173583984375,11.7513427734375,0.0,0.0,0.0
115.314208984375,107.59893798828125,118.42962646484375,90.89898681640625,73.533935546875,88.28118896484375,103.5301513671875,74.7156982421875,90.987548828125,131.651123046875,101.64019775390625,122.22393798828125
121.81549072265625,138.6876220703125,134.63189697265625,53.62103271484375,65.00836181640625,64.09417724609375,34.122802734375,41.79071044921875,41.28375244140625,11.3406982421875,14.61614990234375,14.048828125
118.9332275390625,190.27667236328125,189.2833251953125,175.5860595703125,216.9671630859375,217.423828125,145.3375244140625,170.09393310546875,172.55621337890625,125.6427001953125,93.17120361328125,105.406005859375
